ImageID.FeatureID,Value
6.30,75.747
7.1,57.9372
7.2,32.9418
7.3,24.8594
7.4,31.7357
7.5,50.4074
7.6,32.199
7.7,62.0035
7.8,32.7827
7.9,29.9638
7.10,31.7228
7.11,17.8763
7.12,32.0652
7.13,48.4959
7.14,23.9943
7.15,68.4721
7.16,26.8939
7.17,31.6327
7.18,23.4129
7.19,12.383
7.20,25.609
7.21,43.3535
7.22,48.4057
7.23,53.2723
7.24,63.0518
7.25,26.4961
7.26,63.2799
7.27,40.8096
7.28,59.0456
7.29,41.8415
7.30,73.5066
8.1,59.4952
8.2,33.1031
8.3,24.6677
8.4,31.2403
8.5,57.4311
8.6,37.3791
8.7,73.5242
8.8,37.5136
8.9,35.3891
8.10,36.3421
8.11,19.5713
8.12,36.0493
8.13,55.0557
8.14,28.6935
8.15,81.9545
8.16,31.6693
8.17,39.4833
8.18,27.8726
8.19,12.4811
8.20,29.4387
8.21,42.9825
8.22,51.4425
8.23,61.0422
8.24,76.5977
8.25,29.8591
8.26,75.9733
8.27,46.4182
8.28,73.1871
8.29,41.5876
8.30,76.3952
9.1,58.8442
9.2,36.3222
9.3,27.5802
9.4,35.0804
9.5,25.0738
9.6,17.3267
9.7,31.0742
9.8,17.5899
9.9,15.9939
9.10,16.7399
9.11,9.64394
9.12,16.2129
9.13,24.6869
9.14,13.3799
9.15,33.5552
9.16,14.0882
9.17,17.5951
9.18,13.0459
9.19,7.08888
9.20,12.7259
9.21,43.7546
9.22,59.1721
9.23,25.9271
9.24,32.2782
9.25,13.069
9.26,32.1567
9.27,20.0336
9.28,31.3941
9.29,42.729
9.30,71.953
10.1,52.2348
10.2,29.3247
10.3,26.2962
10.4,31.7718
10.5,15.7707
10.6,9.97173
10.7,19.8783
10.8,10.192
10.9,10.2297
10.10,10.2344
10.11,6.4854
10.12,10.9701
10.13,15.387
10.14,7.5015
10.15,19.4782
10.16,7.19642
10.17,11.642
10.18,8.01696
10.19,4.69706
10.20,8.6482
10.21,43.1077
10.22,50.3067
10.23,18.9034
10.24,21.4312
10.25,11.3841
10.26,21.9554
10.27,15.4055
10.28,20.2065
10.29,43.6119
10.30,59.035
11.1,61.3124
11.2,36.5884
11.3,27.4984
11.4,38.2529
11.5,51.3996
11.6,35.3183
11.7,63.8388
11.8,35.5534
11.9,31.9587
11.10,35.6488
11.11,19.4275
11.12,36.1972
11.13,49.3381
11.14,25.6128
11.15,69.8784
11.16,28.5668
11.17,33.5172
11.18,25.8513
11.19,13.1087
11.20,29.6246
11.21,46.4617
11.22,50.1226
11.23,56.8456
11.24,66.7017
11.25,28.8311
11.26,68.142
11.27,42.8179
11.28,60.5682
11.29,47.1542
11.30,79.1371
12.1,68.904
12.2,39.5918
12.3,31.8058
12.4,39.631
12.5,17.3934
12.6,11.1294
12.7,22.0256
12.8,11.4618
12.9,10.3717
12.10,10.5098
12.11,6.27118
12.12,10.5171
12.13,16.7238
12.14,8.21129
12.15,23.6066
12.16,9.01812
12.17,11.431
12.18,8.01469
12.19,4.21234
12.20,7.78654
12.21,49.4556
12.22,68.598
12.23,18.3261
12.24,22.8587
12.25,9.34158
12.26,22.7478
12.27,13.8567
12.28,21.5685
12.29,49.9628
12.30,80.3367
13.1,66.2777
13.2,38.5821
13.3,31.2862
13.4,38.4037
13.5,17.2346
13.6,10.9285
13.7,21.8431
13.8,11.1648
13.9,10.336
13.10,10.4414
13.11,6.08704
13.12,10.5131
13.13,16.5539
13.14,8.03042
13.15,23.4115
13.16,8.69176
13.17,11.4159
13.18,7.9206
13.19,4.01645
13.20,7.84065
13.21,47.9901
13.22,65.5685
13.23,18.2061
13.24,22.4883
13.25,9.17863
13.26,22.3253
13.27,13.7824
13.28,21.2984
13.29,48.2406
13.30,76.8011
14.1,60.5364
14.2,33.6262
14.3,27.6283
14.4,32.8887
14.5,41.8438
14.6,26.2821
14.7,51.8015
14.8,26.3583
14.9,25.5874
14.10,25.8119
14.11,15.928
14.12,25.8192
14.13,39.7987
14.14,20.1897
14.15,56.4555
14.16,20.7025
14.17,26.7859
14.18,20.4426
14.19,11.5453
14.20,20.456
14.21,40.9595
14.22,52.6604
14.23,44.4134
14.24,52.6903
14.25,23.6511
14.26,52.447
14.27,33.4274
14.28,50.1842
14.29,42.3545
14.30,72.3272
15.1,65.6413
15.2,37.0645
15.3,27.513
15.4,37.0036
15.5,25.9486
15.6,17.121
15.7,32.7759
15.8,17.1911
15.9,15.0512
15.10,16.4065
15.11,8.48219
15.12,16.5798
15.13,24.5216
15.14,12.6597
15.15,35.8454
15.16,13.4168
15.17,16.5743
15.18,12.6209
15.19,5.1864
15.20,13.5412
15.21,47.205
15.22,63.2531
15.23,28.2383
15.24,33.7665
15.25,13.0952
15.26,32.8634
15.27,20.2827
15.28,30.8238
15.29,47.5891
15.30,79.9426
16.1,65.4584
16.2,37.8461
16.3,31.2228
16.4,37.5984
16.5,16.4793
16.6,10.4471
16.7,20.7545
16.8,10.6917
16.9,9.95189
16.10,10.0254
16.11,5.87149
16.12,10.0402
16.13,15.7549
16.14,7.62035
16.15,22.2638
16.16,8.34696
16.17,10.9047
16.18,7.50049
16.19,3.81716
16.20,7.43365
16.21,48.4439
16.22,64.0388
16.23,17.2737
16.24,21.2516
16.25,8.7618
16.26,21.0941
16.27,13.1343
16.28,20.1509
16.29,48.305
16.30,74.7963
17.1,65.2369
17.2,34.2711
17.3,29.5912
17.4,39.3173
17.5,24.6897
17.6,15.524
17.7,30.8539
17.8,15.0041
17.9,14.8421
17.10,15.7996
17.11,9.1482
17.12,15.9942
17.13,22.8523
17.14,11.7854
17.15,32.6456
17.16,11.7066
17.17,15.818
17.18,12.3819
17.19,6.63445
17.20,12.7586
17.21,48.0186
17.22,65.168
17.23,27.2927
17.24,32.0998
17.25,14.709
17.26,32.8506
17.27,20.6377
17.28,30.9935
17.29,51.0916
17.30,78.5398
18.1,60.6608
18.2,35.1122
18.3,28.8599
18.4,34.751
18.5,29.2737
18.6,19.145
18.7,36.9986
18.8,19.6913
18.9,18.1615
18.10,18.3266
18.11,10.8792
18.12,18.3162
18.13,27.8966
18.14,14.2593
18.15,40.133
18.16,16.0294
18.17,20.0638
18.18,13.6696
18.19,7.39822
18.20,14.1584
18.21,45.2079
18.22,56.6001
18.23,30.599
18.24,39.3064
18.25,15.6436
18.26,39.1002
18.27,23.3082
18.28,36.914
18.29,44.9515
18.30,71.8901
19.1,59.8425
19.2,32.5755
19.3,28.5707
19.4,35.4892
19.5,15.53
19.6,9.66612
19.7,19.35
19.8,9.67424
19.9,9.43074
19.10,9.40891
19.11,5.73851
19.12,9.32292
19.13,15.0601
19.14,7.12173
19.15,20.8774
19.16,7.66384
19.17,10.3046
19.18,7.0065
19.19,3.98906
19.20,7.02179
19.21,46.8584
19.22,58.0494
19.23,16.6048
19.24,19.7555
19.25,8.54635
19.26,19.9671
19.27,12.6784
19.28,18.7881
19.29,47.4577
19.30,67.6578
20.1,58.78
20.2,33.0682
20.3,26.1298
20.4,33.1714
20.5,19.8069
20.6,12.347
20.7,25.6733
20.8,12.5114
20.9,11.6072
20.10,12.0713
20.11,6.45923
20.12,11.7772
20.13,18.267
20.14,9.23073
20.15,27.9815
20.16,9.69827
20.17,12.1967
20.18,9.26062
20.19,4.48109
20.20,8.9563
20.21,39.4084
20.22,58.5654
20.23,21.4879
20.24,26.8363
20.25,10.2264
20.26,26.0716
20.27,15.1453
20.28,25.5419
20.29,41.0464
20.30,70.5808
21.1,60.1557
21.2,34.2699
21.3,28.2986
21.4,36.2972
21.5,54.7748
21.6,36.7514
21.7,66.6681
21.8,36.4152
21.9,35.6125
21.10,37.4964
21.11,22.4136
21.12,37.7465
21.13,52.162
21.14,26.5216
21.15,71.0329
21.16,27.8894
21.17,36.0573
21.18,27.7536
21.19,16.0639
21.20,30.7911
21.21,45.1307
21.22,47.8339
21.23,59.1204
21.24,66.3812
21.25,31.3912
21.26,67.1358
21.27,44.8713
21.28,62.9113
21.29,46.4283
21.30,71.4025
22.1,66.5407
22.2,35.5383
22.3,30.1903
22.4,38.7056
22.5,24.6432
22.6,15.4609
22.7,31.3773
22.8,14.9712
22.9,14.9613
22.10,15.8637
22.11,8.85315
22.12,16.0447
22.13,22.9267
22.14,11.4461
22.15,31.9566
22.16,11.0995
22.17,15.6345
22.18,12.2449
22.19,5.88085
22.20,12.7572
22.21,49.959
22.22,64.9409
22.23,28.2981
22.24,31.3254
22.25,14.0988
22.26,32.7399
22.27,20.6874
22.28,30.8477
22.29,51.2625
22.30,77.2873
23.1,63.7611
23.2,35.8823
23.3,30.8528
23.4,36.7471
23.5,25.5758
23.6,16.853
23.7,31.1329
23.8,16.7319
23.9,16.6235
23.10,16.4417
23.11,10.497
23.12,16.8369
23.13,24.8569
23.14,13.3677
23.15,31.3773
23.16,12.3947
23.17,18.3505
23.18,13.1024
23.19,7.6869
23.20,13.187
23.21,51.1728
23.22,60.5498
23.23,27.5058
23.24,32.2958
23.25,14.8983
23.26,32.5259
23.27,22.1029
23.28,30.6308
23.29,49.4784
23.30,74.0293
24.1,59.9007
24.2,33.4999
24.3,27.2926
24.4,32.9133
24.5,43.2612
24.6,27.84
24.7,53.5197
24.8,27.9885
24.9,26.7896
24.10,27.3593
24.11,16.2146
24.12,27.6887
24.13,41.8423
24.14,20.7022
24.15,58.3464
24.16,22.6607
24.17,29.1598
24.18,20.5524
24.19,11.2098
24.20,21.944
24.21,44.9509
24.22,51.0755
24.23,46.6235
24.24,55.2594
24.25,24.3138
24.26,54.5069
24.27,35.8026
24.28,51.0353
24.29,44.5378
24.30,71.735
25.1,58.8912
25.2,30.8784
25.3,26.9802
25.4,35.2752
25.5,26.7457
25.6,17.1411
25.7,33.3899
25.8,16.6485
25.9,16.5909
25.10,17.2824
25.11,9.63151
25.12,17.5519
25.13,25.2308
25.14,12.5298
25.15,35.7676
25.16,12.699
25.17,17.556
25.18,12.8859
25.19,6.01704
25.20,13.7811
25.21,45.9059
25.22,55.1054
25.23,29.678
25.24,33.1329
25.25,14.9884
25.26,33.8365
25.27,22.1213
25.28,32.2878
25.29,47.5782
25.30,68.8789
26.1,64.1751
26.2,37.2622
26.3,28.1368
26.4,37.5861
26.5,59.907
26.6,38.8572
26.7,74.2289
26.8,39.1136
26.9,35.8143
26.10,39.1791
26.11,22.119
26.12,40.5656
26.13,56.8253
26.14,28.4998
26.15,82.1862
26.16,31.3394
26.17,38.3661
26.18,29.5688
26.19,14.7185
26.20,32.8395
26.21,46.0451
26.22,49.6657
26.23,64.9632
26.24,76.5914
26.25,34.178
26.26,78.3372
26.27,48.6995
26.28,69.3913
26.29,47.1929
26.30,81.6942
27.1,62.5659
27.2,36.3676
27.3,28.3285
27.4,37.5125
27.5,29.4915
27.6,20.0419
27.7,37.309
27.8,19.6243
27.9,18.5322
27.10,20.408
27.11,10.6149
27.12,20.4577
27.13,28.1637
27.14,15.5536
27.15,40.1538
27.16,15.5444
27.17,19.9497
27.18,15.7491
27.19,6.72611
27.20,16.1741
27.21,46.8219
27.22,62.7221
27.23,33.614
27.24,38.8525
27.25,16.842
27.26,39.6185
27.27,25.4266
27.28,38.2533
27.29,47.4371
27.30,77.6254
28.1,65.1882
28.2,37.3868
28.3,30.459
28.4,37.4072
28.5,17.8577
28.6,11.2841
28.7,22.738
28.8,11.4908
28.9,10.6801
28.10,10.8156
28.11,6.30261
28.12,10.8788
28.13,17.1973
28.14,8.26073
28.15,24.4319
28.16,8.92013
28.17,11.7186
28.18,8.15525
28.19,4.18953
28.20,8.16114
28.21,47.6145
28.22,63.7634
28.23,19.012
28.24,23.2863
28.25,9.47439
28.26,23.1816
28.27,14.3151
28.28,22.2139
28.29,47.7927
28.30,74.9974
29.1,64.3025
29.2,38.5649
29.3,29.6515
29.4,37.0751
29.5,21.1985
29.6,13.6111
29.7,26.3803
29.8,13.9847
29.9,12.6086
29.10,12.9152
29.11,7.58684
29.12,12.8977
29.13,20.3841
29.14,10.0489
29.15,28.69
29.16,10.9891
29.17,14.087
29.18,9.90446
29.19,5.11329
29.20,9.74383
29.21,43.6517
29.22,65.1651
29.23,21.9631
29.24,26.9749
29.25,11.363
29.26,26.693
29.27,16.6176
29.28,25.5934
29.29,44.2687
29.30,76.4906
30.1,69.2778
30.2,41.2893
30.3,30.9336
30.4,38.1451
30.5,17.4694
30.6,11.0855
30.7,21.9774
30.8,11.4092
30.9,9.99648
30.10,10.2073
30.11,6.01042
30.12,10.1056
30.13,16.8577
30.14,8.04298
30.15,24.0322
30.16,9.18424
30.17,11.1449
30.18,7.71365
30.19,4.09034
30.20,7.55051
30.21,46.8157
30.22,69.6398
30.23,18.2149
30.24,22.8795
30.25,8.90648
30.26,22.4719
30.27,13.6146
30.28,21.3803
30.29,46.5112
30.30,82.4957
31.1,61.0139
31.2,35.4699
31.3,28.1969
31.4,38.0864
31.5,20.3827
31.6,13.7082
31.7,25.9456
31.8,13.3661
31.9,12.7232
31.10,13.5086
31.11,7.46093
31.12,13.5305
31.13,19.0997
31.14,10.1876
31.15,28.0803
31.16,10.3922
31.17,13.4032
31.18,10.8109
31.19,4.84475
31.20,10.2933
31.21,43.9363
31.22,63.7366
31.23,22.5893
31.24,27.072
31.25,11.4638
31.26,27.4447
31.27,16.9493
31.28,26.8959
31.29,46.1296
31.30,74.4317
32.1,54.4709
32.2,29.4195
32.3,25.6034
32.4,29.6518
32.5,42.9554
32.6,26.9696
32.7,51.7722
32.8,26.6052
32.9,26.7702
32.10,26.6342
32.11,16.7267
32.12,25.8168
32.13,42.0124
32.14,21.3621
32.15,55.8722
32.16,22.3743
32.17,30.6468
32.18,20.8712
32.19,12.4317
32.20,21.5214
32.21,44.0615
32.22,49.8692
32.23,44.9839
32.24,55.6388
32.25,24.8759
32.26,55.4437
32.27,35.8336
32.28,52.5646
32.29,41.932
32.30,68.3766
33.1,63.0692
33.2,37.219
33.3,28.1866
33.4,33.9321
33.5,51.1737
33.6,33.5626
33.7,63.9599
33.8,34.5273
33.9,30.6225
33.10,32.5383
33.11,18.6427
33.12,31.9448
33.13,48.112
33.14,25.1708
33.15,68.9773
33.16,27.4999
33.17,33.3238
33.18,24.4115
33.19,12.7474
33.20,24.8055
33.21,43.6893
33.22,54.1734
33.23,53.1379
33.24,66.3172
33.25,26.4551
33.26,65.5493
33.27,39.5746
33.28,61.3191
33.29,42.8452
33.30,78.6143
34.1,63.1612
34.2,31.5584
34.3,28.8511
34.4,35.4801
34.5,17.0079
34.6,10.2274
34.7,21.3853
34.8,10.0809
34.9,10.1343
34.10,10.1734
34.11,5.73179
34.12,10.4847
34.13,16.792
34.14,7.78905
34.15,21.8043
34.16,7.32095
34.17,11.5443
34.18,7.63632
34.19,3.62929
34.20,7.56967
34.21,53.0133
34.22,61.1249
34.23,18.8252
34.24,21.8689
34.25,9.5789
34.26,22.5481
34.27,14.6327
34.28,21.7765
34.29,52.7929
34.30,71.7533
35.1,65.6488
35.2,37.7869
35.3,31.9131
35.4,37.2974
35.5,22.197
35.6,14.1308
35.7,27.2271
35.8,14.5235
35.9,13.636
35.10,13.5399
35.11,8.61681
35.12,13.519
35.13,21.1737
35.14,10.4734
35.15,29.48
35.16,11.458
35.17,14.6767
35.18,10.1772
35.19,5.83773
35.20,10.0611
35.21,48.6624
35.22,62.3059
35.23,23.0416
35.24,28.089
35.25,12.1304
35.26,27.8586
35.27,17.6203
35.28,25.9773
35.29,48.5123
35.30,75.3209
36.1,53.7738
36.2,29.9961
36.3,25.1197
36.4,29.8365
36.5,50.6925
36.6,32.2889
36.7,60.3563
36.8,31.3934
36.9,31.7741
36.10,32.1033
36.11,20.4732
36.12,31.1286
36.13,48.7029
36.14,25.872
36.15,67.5342
36.16,27.0366
36.17,35.3861
36.18,25.7029
36.19,15.1929
36.20,26.2732
36.21,40.5454
36.22,48.5061
36.23,53.1401
36.24,64.0134
36.25,29.4096
36.26,64.2071
36.27,41.2988
36.28,60.2134
36.29,39.7086
36.30,69.6404
37.1,62.1221
37.2,38.9628
37.3,29.385
37.4,39.1558
37.5,22.0799
37.6,15.6585
37.7,27.8839
37.8,16.1337
37.9,13.7134
37.10,14.5284
37.11,8.52625
37.12,14.5681
37.13,21.2414
37.14,11.6945
37.15,29.1553
37.16,12.6473
37.17,15.1426
37.18,11.0187
37.19,5.95881
37.20,11.0663
37.21,44.4142
37.22,62.8031
37.23,22.8198
37.24,29.8291
37.25,11.8952
37.26,29.381
37.27,17.6518
37.28,27.8083
37.29,45.0936
37.30,75.6586
38.1,65.2163
38.2,37.8699
38.3,30.8017
38.4,38.3693
38.5,16.9404
38.6,10.7129
38.7,21.316
38.8,10.8965
38.9,10.1465
38.10,10.2458
38.11,5.98622
38.12,10.3113
38.13,16.273
38.14,7.9051
38.15,22.7975
38.16,8.44641
38.17,11.2615
38.18,7.80661
38.19,3.97117
38.20,7.69669
38.21,47.55
38.22,64.8681
38.23,17.8385
38.24,21.9424
38.25,9.0333
38.26,21.8357
38.27,13.567
38.28,20.8464
38.29,47.9933
38.30,75.8702
39.1,62.1546
39.2,35.322
39.3,29.91
39.4,39.4941
39.5,16.7901
39.6,10.9336
39.7,21.2539
39.8,10.9094
39.9,10.6339
39.10,10.8769
39.11,6.3791
39.12,10.9557
39.13,16.0669
39.14,8.36714
39.15,22.0361
39.16,8.2063
39.17,11.3675
39.18,8.42656
39.19,4.59945
39.20,8.42878
39.21,48.4118
39.22,62.1706
39.23,18.5745
39.24,22.0089
39.25,9.92292
39.26,22.538
39.27,14.3223
39.28,21.3435
39.29,49.869
39.30,72.5147
40.1,59.7137
40.2,32.3776
40.3,28.8232
40.4,37.0106
40.5,19.6191
40.6,12.3398
40.7,24.3388
40.8,12.1308
40.9,12.3505
40.10,12.5628
40.11,7.36026
40.12,12.7229
40.13,18.8647
40.14,9.19154
40.15,25.2248
40.16,9.1685
40.17,12.9798
40.18,9.50183
40.19,4.78015
40.20,10.0705
40.21,48.612
40.22,56.3558
40.23,22.0008
40.24,24.1403
40.25,11.6421
40.26,24.3542
40.27,16.9883
40.28,22.8681
40.29,49.8288
40.30,68.1559
41.1,58.1606
41.2,33.6682
41.3,26.8379
41.4,34.9079
41.5,31.0567
41.6,20.9147
41.7,38.6173
41.8,20.4448
41.9,19.8149
41.10,20.7129
41.11,11.753
41.12,20.6288
41.13,30.0766
41.14,16.6453
41.15,40.6801
41.16,16.1907
41.17,21.5681
41.18,16.6835
41.19,8.08044
41.20,16.381
41.21,45.9952
41.22,57.9883
41.23,33.6291
41.24,40.7966
41.25,17.9605
41.26,41.5733
41.27,26.5836
41.28,40.1736
41.29,45.7984
41.30,71.8141
42.1,57.6396
42.2,34.0642
42.3,27.0741
42.4,34.7354
42.5,46.3557
42.6,31.1621
42.7,58.6801
42.8,31.5845
42.9,29.2486
42.10,31.3455
42.11,18.8256
42.12,32.2422
42.13,41.0964
42.14,22.7942
42.15,64.5057
42.16,25.2164
42.17,30.932
42.18,23.7835
42.19,12.5619
42.20,24.6389
42.21,38.1113
42.22,52.6868
42.23,50.979
42.24,63.8358
42.25,27.062
42.26,62.2193
42.27,37.7022
42.28,58.7022
42.29,40.9861
42.30,73.7868
43.1,51.8703
43.2,30.5302
43.3,21.6503
43.4,31.5802
43.5,51.9454
43.6,34.7699
43.7,65.3863
43.8,34.8648
43.9,30.7178
43.10,34.9253
43.11,18.397
43.12,35.9305
43.13,48.4983
43.14,25.9097
43.15,71.536
43.16,27.608
43.17,33.652
43.18,26.7123
43.19,12.3741
43.20,28.9709
43.21,35.7765
43.22,42.8391
43.23,57.1077
43.24,70.6177
43.25,30.2992
43.26,71.5767
43.27,42.4407
43.28,64.1146
43.29,37.8879
43.30,69.2348
44.1,59.9115
44.2,35.8742
44.3,25.945
44.4,36.4058
44.5,59.8026
44.6,41.0636
44.7,75.1418
44.8,41.0238
44.9,36.8576
44.10,41.3158
44.11,21.7088
44.12,42.5476
44.13,55.7847
44.14,31.3508
44.15,81.6732
44.16,32.7422
44.17,40.8999
44.18,31.6788
44.19,13.6274
44.20,34.776
44.21,43.8139
44.22,53.6141
44.23,65.8236
44.24,80.7641
44.25,35.1116
44.26,81.0776
44.27,50.093
44.28,76.1408
44.29,44.9522
44.30,78.6982
45.1,70.541
45.2,37.0224
45.3,31.7434
45.4,40.8121
45.5,22.6885
45.6,14.0215
45.7,28.5254
45.8,14.0306
45.9,13.5523
45.10,13.6444
45.11,7.49994
45.12,13.7967
45.13,22.0146
45.14,10.7257
45.15,30.1032
45.16,10.7084
45.17,14.8929
45.18,10.4896
45.19,4.96056
45.20,10.5239
45.21,56.7387
45.22,68.092
45.23,25.1103
45.24,29.5091
45.25,12.2174
45.26,29.744
45.27,19.0762
45.28,28.3369
45.29,56.9818
45.30,83.0401
46.1,69.1214
46.2,42.0606
46.3,32.5397
46.4,36.8848
46.5,48.9273
46.6,33.7548
46.7,59.4856
46.8,33.8689
46.9,31.3365
46.10,31.0553
46.11,19.8934
46.12,29.4739
46.13,46.363
46.14,26.0316
46.15,63.5033
46.16,27.7625
46.17,33.6116
46.18,24.4342
46.19,15.5801
46.20,21.9085
46.21,43.7215
46.22,64.0681
46.23,47.0403
46.24,65.1987
46.25,24.108
46.26,61.3834
46.27,35.4158
46.28,63.1874
46.29,42.9982
46.30,85.1641
47.1,65.6747
47.2,38.606
47.3,31.0579
47.4,37.509
47.5,17.436
47.6,11.0929
47.7,22.0779
47.8,11.2924
47.9,10.5443
47.10,10.613
47.11,6.21984
47.12,10.604
47.13,16.7553
47.14,8.13925
47.15,23.7545
47.16,8.90469
47.17,11.602
47.18,8.03183
47.19,4.17486
47.20,7.92575
47.21,46.5732
47.22,64.9029
47.23,18.2957
47.24,22.6832
47.25,9.28628
47.26,22.497
47.27,13.8486
47.28,21.4717
47.29,46.632
47.30,76.07
48.1,65.3118
48.2,37.9419
48.3,30.4913
48.4,37.8458
48.5,16.9777
48.6,10.7926
48.7,21.4999
48.8,11.0708
48.9,10.1973
48.10,10.2823
48.11,5.99002
48.12,10.3461
48.13,16.3023
48.14,7.92672
48.15,23.0994
48.16,8.63826
48.17,11.2589
48.18,7.79433
48.19,3.94695
48.20,7.68903
48.21,47.0772
48.22,64.6656
48.23,17.8769
48.24,22.1236
48.25,8.99569
48.26,21.9175
48.27,13.5227
48.28,20.9414
48.29,47.3922
48.30,75.7398
49.1,59.6914
49.2,35.272
49.3,29.61
49.4,35.2292
49.5,25.1925
49.6,16.0683
49.7,30.5212
49.8,16.2475
49.9,15.0208
49.10,15.5231
49.11,9.60776
49.12,15.6355
49.13,23.6628
49.14,11.7752
49.15,33.5699
49.16,13.0146
49.17,16.4921
49.18,11.8671
49.19,6.45253
49.20,12.159
49.21,44.8944
49.22,56.0452
49.23,26.0264
49.24,31.5476
49.25,14.0379
49.26,31.0294
49.27,19.8075
49.28,28.9314
49.29,44.8149
49.30,69.3619
50.1,61.8215
50.2,33.8059
50.3,29.0785
50.4,36.9
50.5,16.2759
50.6,10.5536
50.7,20.8829
50.8,10.7342
50.9,10.1796
50.10,10.2785
50.11,6.12141
50.12,10.3497
50.13,15.8296
50.14,8.01017
50.15,22.1659
50.16,8.30668
50.17,11.046
50.18,8.01264
50.19,4.31348
50.20,8.00549
50.21,49.0454
50.22,60.5056
50.23,18.1067
50.24,21.7757
50.25,9.60128
50.26,21.7945
50.27,13.8263
50.28,20.5993
50.29,49.9202
50.30,70.3164
51.1,52.3595
51.2,32.6379
51.3,26.3786
51.4,31.1899
51.5,46.2329
51.6,33.7872
51.7,59.8883
51.8,33.8082
51.9,31.7052
51.10,32.5332
51.11,20.0956
51.12,31.2341
51.13,43.0119
51.14,26.9013
51.15,64.2135
51.16,26.9544
51.17,31.8593
51.18,27.3155
51.19,14.8815
51.20,21.2208
51.21,32.5196
51.22,49.4965
51.23,50.206
51.24,65.7015
51.25,26.8546
51.26,62.5997
51.27,36.7583
51.28,64.813
51.29,35.9039
51.30,65.9254
52.1,61.0907
52.2,35.4239
52.3,25.3122
52.4,33.343
52.5,52.7616
52.6,35.3559
52.7,65.9481
52.8,35.5162
52.9,31.8444
52.10,33.9419
52.11,18.3586
52.12,33.9462
52.13,50.674
52.14,27.6067
52.15,72.8991
52.16,29.8405
52.17,34.3973
52.18,26.537
52.19,12.4674
52.20,27.1565
52.21,43.6311
52.22,54.3297
52.23,55.8783
52.24,70.0515
52.25,27.9812
52.26,69.3754
52.27,42.55
52.28,67.1591
52.29,42.5203
52.30,79.5032
53.1,51.6699
53.2,27.8056
53.3,24.2918
53.4,27.9561
53.5,51.1518
53.6,31.409
53.7,63.7502
